"","Year","MatMor","InfMor","NeoMor","Under5Mor","ISO"
"3999","2018",NA,NA,NA,NA,"PYF"
"4000","2019",NA,NA,NA,NA,"PYF"
"4001","2000",14,10.7,6.6,12.5,"QAT"
"4002","2001",14,10.3,6.3,12,"QAT"
"4003","2002",13,10,6.1,11.6,"QAT"
"4004","2003",13,9.6,5.9,11.2,"QAT"
"4005","2004",13,9.3,5.8,10.8,"QAT"
"4006","2005",12,8.9,5.6,10.4,"QAT"
"4007","2006",11,8.7,5.3,10.1,"QAT"
"4008","2007",11,8.4,5.1,9.8,"QAT"
"4009","2008",11,8.2,4.9,9.6,"QAT"
"4010","2009",10,8,4.7,9.4,"QAT"
"4011","2010",10,7.8,4.5,9.1,"QAT"
"4012","2011",10,7.6,4.4,8.9,"QAT"
"4013","2012",10,7.4,4.2,8.7,"QAT"
"4014","2013",10,7.2,4.1,8.4,"QAT"
"4015","2014",10,7,4,8.1,"QAT"
"4016","2015",9,6.7,3.9,7.8,"QAT"
"4017","2016",9,6.3,3.9,7.4,"QAT"
"4018","2017",9,6,3.8,7,"QAT"
"4019","2018",NA,5.6,3.8,6.6,"QAT"
"4020","2019",NA,5.3,3.7,6.1,"QAT"
"4021","2000",54,18.1,10.5,21.6,"ROU"
"4022","2001",49,17.3,9.9,20.5,"ROU"
"4023","2002",47,17,9.6,20.1,"ROU"
"4024","2003",43,17,9.4,20,"ROU"
"4025","2004",39,16.5,9.1,19.4,"ROU"
"4026","2005",35,15.5,8.5,18.1,"ROU"
"4027","2006",32,14.2,7.7,16.6,"ROU"
"4028","2007",30,13,6.9,15.2,"ROU"
"4029","2008",28,11.9,6.3,14,"ROU"
"4030","2009",28,11.1,5.8,13.1,"ROU"
"4031","2010",27,10.5,5.4,12.4,"ROU"
"4032","2011",24,10,5.2,11.8,"ROU"
"4033","2012",23,9.5,5.1,11.2,"ROU"
"4034","2013",21,8.9,5,10.6,"ROU"
"4035","2014",21,8.3,4.7,9.9,"ROU"
"4036","2015",21,7.7,4.3,9.2,"ROU"
"4037","2016",21,7,3.9,8.5,"ROU"
"4038","2017",19,6.5,3.6,7.9,"ROU"
"4039","2018",NA,6.1,3.4,7.4,"ROU"
"4040","2019",NA,5.8,3.4,7.1,"ROU"
"4041","2000",56,15.5,9,19.3,"RUS"
"4042","2001",53,14.7,8.6,18.3,"RUS"
"4043","2002",51,13.8,8,17.2,"RUS"
"4044","2003",49,12.9,7.3,16.1,"RUS"
"4045","2004",45,12,6.8,14.9,"RUS"
"4046","2005",42,11.1,6.4,13.8,"RUS"
"4047","2006",36,10.3,6,12.8,"RUS"
"4048","2007",32,9.6,5.4,11.9,"RUS"
"4049","2008",30,9,4.9,11.2,"RUS"
"4050","2009",27,8.6,4.6,10.7,"RUS"
"4051","2010",25,8.3,4.6,10.4,"RUS"
"4052","2011",23,8.1,4.7,10.1,"RUS"
"4053","2012",22,7.9,4.7,9.8,"RUS"
"4054","2013",20,7.6,4.6,9.4,"RUS"
"4055","2014",19,7.2,4.4,8.9,"RUS"
"4056","2015",18,6.6,4,8.2,"RUS"
"4057","2016",18,6.1,3.5,7.5,"RUS"
"4058","2017",17,5.5,3.2,6.9,"RUS"
"4059","2018",NA,5.1,2.9,6.3,"RUS"
"4060","2019",NA,4.7,2.6,5.8,"RUS"
"4061","2000",1160,109.5,43.2,185.2,"RWA"
"4062","2001",1100,100,40.2,167.4,"RWA"
"4063","2002",961,90.3,37.3,149.6,"RWA"
"4064","2003",870,81.4,34.6,133.5,"RWA"
"4065","2004",758,72.8,32.1,118.6,"RWA"
"4066","2005",643,65.5,30,105.4,"RWA"
"4067","2006",541,59.3,28.1,93.9,"RWA"
"4068","2007",469,54.4,26.5,84.4,"RWA"
"4069","2008",427,50.2,25.1,76.3,"RWA"
"4070","2009",424,47,24,69.6,"RWA"
"4071","2010",373,44,23,63.8,"RWA"
"4072","2011",349,40.6,22.1,58.6,"RWA"
"4073","2012",329,38.8,21.3,54.9,"RWA"
"4074","2013",308,37.1,20.7,52,"RWA"
"4075","2014",291,35.7,20.2,49.7,"RWA"
"4076","2015",275,34.6,19.7,47.7,"RWA"
"4077","2016",260,33.7,19.3,46,"RWA"
"4078","2017",248,32.9,19,44.6,"RWA"
"4079","2018",NA,32,18.6,43.4,"RWA"
"4080","2019",NA,31.1,18.2,41.9,"RWA"
"4081","2000",395,68.6,46.2,93.3,NA
"4082","2001",379,66.3,44.8,89.7,NA
"4083","2002",361,64.1,43.5,86.2,NA
"4084","2003",344,62,42.2,82.9,NA
"4085","2004",327,60,40.9,79.9,NA
"4086","2005",309,58,39.7,76.6,NA
"4087","2006",293,56,38.6,73.6,NA
"4088","2007",278,54.1,37.6,70.6,NA
"4089","2008",263,52.2,36.5,67.7,NA
"4090","2009",249,50.3,35.5,64.8,NA
"4091","2010",235,48.4,34.4,61.9,NA
"4092","2011",222,46.5,33.4,59.1,NA
"4093","2012",210,44.6,32.3,56.4,NA
"4094","2013",199,42.8,31.2,53.8,NA
"4095","2014",190,41.1,30.1,51.3,NA
"4096","2015",179,39.3,29.1,48.8,NA
"4097","2016",169,37.7,28.1,46.5,NA
"4098","2017",163,36.1,27,44.3,NA
"4099","2018",NA,34.5,26,42.2,NA
"4100","2019",NA,33.1,24.9,40.3,NA
"4101","2000",24,18.8,11.5,22,"SAU"
"4102","2001",24,17.7,10.8,20.7,"SAU"
"4103","2002",23,16.7,10.2,19.6,"SAU"
"4104","2003",23,15.8,9.6,18.5,"SAU"
"4105","2004",22,15,9,17.4,"SAU"
"4106","2005",22,14.2,8.5,16.5,"SAU"
"4107","2006",21,13.4,8.1,15.5,"SAU"
"4108","2007",21,12.6,7.6,14.7,"SAU"
"4109","2008",20,11.9,7.1,13.8,"SAU"
"4110","2009",20,11.2,6.7,13,"SAU"
"4111","2010",19,10.5,6.3,12.3,"SAU"
"4112","2011",18,9.9,5.9,11.5,"SAU"
"4113","2012",18,9.3,5.6,10.8,"SAU"
"4114","2013",17,8.8,5.2,10.2,"SAU"
"4115","2014",17,8.3,4.9,9.6,"SAU"
"4116","2015",17,7.8,4.6,9.1,"SAU"
"4117","2016",17,7.3,4.3,8.6,"SAU"
"4118","2017",17,6.9,4.1,8.1,"SAU"
"4119","2018",NA,6.6,3.8,7.7,"SAU"
"4120","2019",NA,6.3,3.6,7.3,"SAU"
"4121","2000",667,66.9,37.1,104.3,"SDN"
"4122","2001",645,65,36.4,100.9,"SDN"
"4123","2002",614,63,35.8,97.4,"SDN"
"4124","2003",598,61.2,35.2,94.2,"SDN"
"4125","2004",580,59.4,34.5,91,"SDN"
"4126","2005",529,57.8,33.9,88.1,"SDN"
"4127","2006",508,56.2,33.4,85.3,"SDN"
"4128","2007",479,54.7,33,82.7,"SDN"
"4129","2008",454,53.3,32.5,80.2,"SDN"
"4130","2009",433,52,32.2,77.9,"SDN"
"4131","2010",408,50.7,31.8,75.7,"SDN"
"4132","2011",390,49.6,31.4,73.7,"SDN"
"4133","2012",368,48.5,31,71.7,"SDN"
"4134","2013",349,47.4,30.5,69.8,"SDN"
"4135","2014",333,46.3,30,67.9,"SDN"
"4136","2015",320,45.2,29.5,65.9,"SDN"
"4137","2016",308,44.1,29,63.9,"SDN"
"4138","2017",295,43,28.5,62,"SDN"
"4139","2018",NA,42,27.8,60.1,"SDN"
"4140","2019",NA,41,27.3,58.4,"SDN"
"4141","2000",553,67.7,38.2,129.5,"SEN"
"4142","2001",545,65.2,37.2,122.9,"SEN"
"4143","2002",537,62.3,36,115.1,"SEN"
"4144","2003",532,59.2,34.7,107,"SEN"
"4145","2004",526,56.1,33.4,99.1,"SEN"
"4146","2005",519,53.2,32.1,91.8,"SEN"
"4147","2006",514,50.6,30.8,85.2,"SEN"
"4148","2007",504,48.2,29.6,79.4,"SEN"
"4149","2008",492,46.1,28.6,74.3,"SEN"
"4150","2009",472,44.1,27.6,69.8,"SEN"
"4151","2010",447,42.4,26.8,65.7,"SEN"
"4152","2011",423,40.7,26,62.1,"SEN"
"4153","2012",400,39.2,25.3,58.7,"SEN"
"4154","2013",381,37.6,24.7,55.4,"SEN"
"4155","2014",364,36.2,24.2,52.3,"SEN"
"4156","2015",346,34.7,23.7,49.4,"SEN"
"4157","2016",330,33.3,23.1,46.5,"SEN"
"4158","2017",315,32,22.4,44,"SEN"
"4159","2018",NA,30.8,21.8,41.7,"SEN"
"4160","2019",NA,29.8,21.1,39.7,"SEN"
"4161","2000",13,3,1.6,3.9,"SGP"
"4162","2001",13,2.8,1.5,3.6,"SGP"
"4163","2002",14,2.6,1.4,3.4,"SGP"
"4164","2003",13,2.5,1.3,3.2,"SGP"
"4165","2004",14,2.4,1.3,3,"SGP"
"4166","2005",13,2.3,1.2,2.9,"SGP"
"4167","2006",13,2.3,1.2,2.9,"SGP"
"4168","2007",12,2.3,1.2,2.9,"SGP"
"4169","2008",11,2.3,1.2,2.8,"SGP"
"4170","2009",10,2.3,1.2,2.8,"SGP"
"4171","2010",10,2.3,1.1,2.8,"SGP"
"4172","2011",10,2.2,1.1,2.8,"SGP"
"4173","2012",10,2.2,1.1,2.8,"SGP"
"4174","2013",9,2.2,1,2.8,"SGP"
"4175","2014",8,2.2,1,2.7,"SGP"
"4176","2015",9,2.2,1,2.7,"SGP"
"4177","2016",8,2.2,1,2.7,"SGP"
"4178","2017",8,2.2,1,2.6,"SGP"
"4179","2018",NA,2.1,0.9,2.5,"SGP"
"4180","2019",NA,2,0.8,2.4,"SGP"
"4181","2000",245,25.6,12.8,30.7,"SLB"
"4182","2001",233,25.3,12.7,30.4,"SLB"
"4183","2002",222,25.1,12.6,30.1,"SLB"
"4184","2003",210,24.9,12.5,29.8,"SLB"
"4185","2004",199,24.7,12.3,29.6,"SLB"
"4186","2005",188,24.4,12.1,29.3,"SLB"
"4187","2006",177,24.1,11.9,28.9,"SLB"
"4188","2007",172,23.8,11.7,28.4,"SLB"
"4189","2008",159,23.3,11.4,27.8,"SLB"
"4190","2009",152,22.8,11.1,27.1,"SLB"
"4191","2010",141,22.2,10.8,26.4,"SLB"
"4192","2011",134,21.6,10.5,25.6,"SLB"
"4193","2012",127,21,10.1,24.9,"SLB"
"4194","2013",122,20.5,9.8,24.2,"SLB"
"4195","2014",120,19.9,9.5,23.4,"SLB"
"4196","2015",112,19.3,9.2,22.7,"SLB"
"4197","2016",108,18.8,8.9,22,"SLB"
"4198","2017",104,18.2,8.6,21.4,"SLB"
"4199","2018",NA,17.7,8.4,20.7,"SLB"
"4200","2019",NA,17.1,8.1,20,"SLB"
"4201","2000",2480,138.1,48.4,224.9,"SLE"
"4202","2001",2250,135.6,47.8,219.4,"SLE"
"4203","2002",2080,132.9,47.2,213.9,"SLE"
"4204","2003",1960,130.2,46.5,208.1,"SLE"
"4205","2004",1850,127.2,45.7,202,"SLE"
"4206","2005",1760,124.1,44.9,195.5,"SLE"
"4207","2006",1680,120.9,44.1,188.9,"SLE"
"4208","2007",1610,117.6,43.1,182,"SLE"
"4209","2008",1530,114.2,41.9,174.9,"SLE"
"4210","2009",1450,110.6,40.7,167.7,"SLE"
"4211","2010",1360,107.2,39.5,160.6,"SLE"
"4212","2011",1270,103.8,38.4,153.8,"SLE"
"4213","2012",1210,100.7,37.4,147.3,"SLE"
"4214","2013",1180,97.7,36.5,141.2,"SLE"
"4215","2014",1190,95.6,35.7,139.2,"SLE"
"4216","2015",1180,95.1,35,140.2,"SLE"
"4217","2016",1120,89.7,34.1,125.4,"SLE"
"4218","2017",1120,87.3,33.4,120.7,"SLE"
"4219","2018",NA,84.8,32.7,116.2,"SLE"
"4220","2019",NA,82.4,32,111.9,"SLE"
"4221","2000",73,27.4,15,33.2,"SLV"
"4222","2001",75,26,14.1,31.3,"SLV"
"4223","2002",68,24.7,13.4,29.6,"SLV"
"4224","2003",66,23.5,12.8,28.1,"SLV"
"4225","2004",64,22.4,12.1,26.6,"SLV"
"4226","2005",62,21.2,11.6,25.1,"SLV"
"4227","2006",60,20.2,11.1,23.8,"SLV"
"4228","2007",58,19.2,10.6,22.6,"SLV"
"4229","2008",57,18.3,10.1,21.4,"SLV"
"4230","2009",57,17.4,9.7,20.4,"SLV"
"4231","2010",54,16.6,9.3,19.4,"SLV"
"4232","2011",53,15.8,8.9,18.5,"SLV"
"4233","2012",52,15.1,8.5,17.6,"SLV"
"4234","2013",50,14.4,8.2,16.8,"SLV"
"4235","2014",49,13.8,7.8,16.1,"SLV"
"4236","2015",48,13.3,7.5,15.5,"SLV"
"4237","2016",47,12.8,7.2,14.9,"SLV"
"4238","2017",46,12.3,7,14.3,"SLV"
"4239","2018",NA,11.9,6.7,13.8,"SLV"
"4240","2019",NA,11.5,6.5,13.3,"SLV"
"4241","2000",NA,5,2.8,5.6,"SMR"
"4242","2001",NA,4.6,2.6,5.2,"SMR"
"4243","2002",NA,4.3,2.4,4.8,"SMR"
"4244","2003",NA,4,2.2,4.5,"SMR"
"4245","2004",NA,3.7,2,4.2,"SMR"
"4246","2005",NA,3.4,1.8,3.9,"SMR"
"4247","2006",NA,3.2,1.7,3.6,"SMR"
"4248","2007",NA,3,1.6,3.4,"SMR"
"4249","2008",NA,2.9,1.5,3.2,"SMR"
"4250","2009",NA,2.7,1.4,3,"SMR"
"4251","2010",NA,2.5,1.3,2.9,"SMR"
"4252","2011",NA,2.4,1.3,2.7,"SMR"
"4253","2012",NA,2.3,1.2,2.6,"SMR"
"4254","2013",NA,2.2,1.1,2.4,"SMR"
"4255","2014",NA,2.1,1.1,2.3,"SMR"
"4256","2015",NA,1.9,1,2.2,"SMR"
"4257","2016",NA,1.9,1,2.1,"SMR"
"4258","2017",NA,1.8,0.9,2,"SMR"
"4259","2018",NA,1.7,0.9,1.9,"SMR"
"4260","2019",NA,1.6,0.8,1.8,"SMR"
"4261","2000",1210,104.4,44.7,172.7,"SOM"
"4262","2001",1170,104.4,44.9,172.7,"SOM"
"4263","2002",1140,104.4,45.3,172.7,"SOM"
"4264","2003",1100,104.4,45.6,172.7,"SOM"
"4265","2004",1080,104.4,45.7,172.7,"SOM"
"4266","2005",1040,104.4,45.9,172.6,"SOM"
"4267","2006",1040,104,45.9,172,"SOM"
"4268","2007",1030,103,45.5,170.1,"SOM"
"4269","2008",1010,101.1,45,166.5,"SOM"
"4270","2009",994,98.7,44.3,161.9,"SOM"
"4271","2010",985,96.2,43.6,157.4,"SOM"
"4272","2011",955,93.8,42.9,152.8,"SOM"
"4273","2012",943,91,42.4,147.8,"SOM"
"4274","2013",893,88.4,41.6,143,"SOM"
"4275","2014",878,85.9,40.8,138.4,"SOM"
"4276","2015",855,83.6,40,134.3,"SOM"
"4277","2016",865,81.4,39.3,130.3,"SOM"
"4278","2017",829,79.1,38.7,126.1,"SOM"
"4279","2018",NA,76.8,38.1,122,"SOM"
"4280","2019",NA,74.8,37.4,118.3,"SOM"
"4281","2000",13,10.9,7.8,12.6,"SRB"
"4282","2001",13,10.6,7.5,12.2,"SRB"
"4283","2002",13,9.9,7.1,11.5,"SRB"
"4284","2003",13,9.1,6.5,10.5,"SRB"
"4285","2004",13,8.4,6,9.7,"SRB"
"4286","2005",12,7.7,5.6,8.9,"SRB"
"4287","2006",12,7.3,5.2,8.4,"SRB"
"4288","2007",12,7,5.1,8.1,"SRB"
"4289","2008",12,6.9,5,8,"SRB"
"4290","2009",12,6.7,4.9,7.8,"SRB"
"4291","2010",12,6.6,4.8,7.6,"SRB"
"4292","2011",12,6.4,4.7,7.4,"SRB"
"4293","2012",12,6.2,4.5,7.1,"SRB"
"4294","2013",12,5.9,4.4,6.9,"SRB"
"4295","2014",12,5.7,4.2,6.6,"SRB"
"4296","2015",13,5.4,4,6.3,"SRB"
"4297","2016",12,5.2,3.8,6,"SRB"
"4298","2017",12,5.1,3.7,5.9,"SRB"
"4299","2018",NA,5,3.6,5.8,"SRB"
"4300","2019",NA,4.9,3.6,5.7,"SRB"
"4301","2000",870,91.21701055,40.28308437,150.8200264,NA
"4302","2001",849,88.38478302,39.38529449,145.554092,NA
"4303","2002",833,85.43946414,38.45852985,140.032689,NA
"4304","2003",812,82.51196345,37.55865847,134.5373698,NA
"4305","2004",782,79.64478414,36.66137734,129.1553335,NA
"4306","2005",746,76.87055644,35.80841767,123.9437492,NA
"4307","2006",713,74.27076114,35.03906678,119.0198132,NA
"4308","2007",685,71.73527275,34.30057795,114.1738817,NA
"4309","2008",664,69.36577835,33.62662899,109.52596,NA
"4310","2009",645,67.15651896,32.96269539,105.049574,NA
"4311","2010",627,65.11554712,32.33388743,100.9812397,NA
"4312","2011",610,63.20831213,31.74325349,97.25111284,NA
"4313","2012",596,61.44812952,31.18356342,93.79377066,NA
"4314","2013",582,59.863624,30.66923462,90.65109562,NA
"4315","2014",571,58.40649884,30.15086357,87.87541283,NA
"4316","2015",557,57.04819489,29.67062874,85.34516603,NA
"4317","2016",545,55.66917405,29.17732944,82.72528415,NA
"4318","2017",534,54.28127288,28.68507392,80.32430519,NA
"4319","2018",NA,52.92056747,28.15026023,77.92144437,NA
"4320","2019",NA,51.58530732,27.64085654,75.58059527,NA
"4321","2000",1730,108.9,56,181.2,"SSD"
"4322","2001",1690,104.1,54.9,172.1,"SSD"
"4323","2002",1660,99.5,53.5,163.4,"SSD"
"4324","2003",1610,95,52.3,155.1,"SSD"
"4325","2004",1550,90.7,51,147.3,"SSD"
"4326","2005",1480,86.6,49.8,139.7,"SSD"
"4327","2006",1410,82.8,48.5,132.7,"SSD"
"4328","2007",1330,79.1,47.1,126.1,"SSD"
"4329","2008",1250,75.7,45.7,119.9,"SSD"
"4330","2009",1170,72.4,44.3,114,"SSD"
"4331","2010",1100,69.2,43,108.4,"SSD"
"4332","2011",1070,66.4,41.7,103.5,"SSD"
"4333","2012",1050,64.5,40.9,100,"SSD"
"4334","2013",1090,63.6,40.4,98.3,"SSD"
"4335","2014",1140,63.3,40.3,97.9,"SSD"
"4336","2015",1110,63.3,40.3,97.9,"SSD"
"4337","2016",1130,63.3,40.4,97.9,"SSD"
"4338","2017",1150,63.3,40.5,97.9,"SSD"
"4339","2018",NA,63.3,40.4,97.9,"SSD"
"4340","2019",NA,63.3,40.3,97.9,"SSD"
"4341","2000",870,91.2,40.3,150.9,NA
"4342","2001",849,88.4,39.4,145.6,NA
"4343","2002",833,85.4,38.5,140.1,NA
"4344","2003",812,82.5,37.5,134.6,NA
"4345","2004",782,79.6,36.7,129.2,NA
"4346","2005",746,76.9,35.8,124,NA
"4347","2006",713,74.3,35,119.1,NA
"4348","2007",685,71.7,34.3,114.2,NA
"4349","2008",664,69.4,33.6,109.6,NA
"4350","2009",645,67.1,33,105.1,NA
"4351","2010",626,65.1,32.3,101,NA
"4352","2011",610,63.2,31.7,97.3,NA
"4353","2012",596,61.4,31.2,93.8,NA
"4354","2013",582,59.9,30.7,90.7,NA
"4355","2014",571,58.4,30.2,87.9,NA
"4356","2015",557,57.1,29.7,85.4,NA
"4357","2016",545,55.7,29.2,82.8,NA
"4358","2017",534,54.3,28.7,80.4,NA
"4359","2018",NA,52.9,28.2,78,NA
"4360","2019",NA,51.6,27.6,75.6,NA
"4361","2000",400,49.43351285,26.4361222,74.55079974,NA
"4362","2001",395,48.62861963,26.06519319,73.49037864,NA
"4363","2002",390,47.82897936,25.7274229,72.26212312,NA
"4364","2003",383,47.02200724,25.39725699,70.97390214,NA
"4365","2004",369,46.09837653,25.07460346,69.5326256,NA
"4366","2005",351,44.7968231,24.74047425,67.51552814,NA
"4367","2006",334,43.33086386,24.38476618,64.91017617,NA
"4368","2007",320,42.48679681,24.04863265,62.49139368,NA
"4369","2008",308,41.95176377,23.72761685,60.35032452,NA
"4370","2009",300,40.78858811,23.42747149,57.65156783,NA
"4371","2010",293,39.45025925,23.120998,54.83536275,NA
"4372","2011",287,38.53133157,22.85479037,52.91375109,NA
"4373","2012",282,37.83263077,22.59116651,51.39080463,NA
"4374","2013",276,36.92561592,22.31277395,49.9195839,NA
"4375","2014",273,36.2692934,22.03049245,48.8631259,NA
"4376","2015",268,35.38423322,21.7346598,47.53421705,NA
"4377","2016",264,34.60165192,21.4063815,46.06486597,NA
"4378","2017",259,33.92980132,21.06196387,44.93765593,NA
"4379","2018",NA,33.05567663,20.7042595,43.69498992,NA
"4380","2019",NA,32.32778064,20.32951271,42.57930843,NA
"4381","2000",179,54.3,22.2,82,"STP"
"4382","2001",173,51.2,21.8,76.5,"STP"
"4383","2002",169,48,21.3,71,"STP"
"4384","2003",167,45,20.6,65.6,"STP"
"4385","2004",166,42.1,19.8,60.4,"STP"
"4386","2005",163,39.3,19.1,55.5,"STP"
"4387","2006",158,36.6,18.5,50.9,"STP"
"4388","2007",154,34.2,17.9,46.7,"STP"
"4389","2008",150,31.9,17.4,42.9,"STP"
"4390","2009",145,29.7,16.8,39.3,"STP"
"4391","2010",140,27.6,16.1,36.1,"STP"
"4392","2011",137,25.7,15.1,33,"STP"
"4393","2012",134,23.7,14,30.2,"STP"
"4394","2013",132,22,13,27.7,"STP"
"4395","2014",131,20.1,12,25.3,"STP"
"4396","2015",130,18.5,11.1,23.1,"STP"
"4397","2016",130,16.9,10.2,21.2,"STP"
"4398","2017",130,15.5,9.4,19.5,"STP"
"4399","2018",NA,14.4,8.8,18.1,"STP"
"4400","2019",NA,13.5,8.2,17,"STP"
"4401","2000",221,27.5,17.1,31.2,"SUR"
"4402","2001",218,26.6,17,30.1,"SUR"
"4403","2002",207,25.7,17,29.1,"SUR"
"4404","2003",189,24.9,17,28.2,"SUR"
"4405","2004",176,24.2,17,27.3,"SUR"
"4406","2005",164,23.5,16.8,26.5,"SUR"
"4407","2006",165,22.9,16.5,25.7,"SUR"
"4408","2007",167,22.2,16.1,25,"SUR"
"4409","2008",169,21.7,15.7,24.4,"SUR"
"4410","2009",159,21.1,15.2,23.7,"SUR"
"4411","2010",148,20.6,14.8,23.1,"SUR"
"4412","2011",139,20.1,14.3,22.5,"SUR"
"4413","2012",134,19.6,13.9,22,"SUR"
"4414","2013",129,19.1,13.4,21.4,"SUR"
"4415","2014",124,18.6,13.1,20.9,"SUR"
"4416","2015",122,18.2,12.7,20.3,"SUR"
"4417","2016",121,17.7,12.4,19.8,"SUR"
"4418","2017",120,17.2,12,19.3,"SUR"
"4419","2018",NA,16.7,11.6,18.7,"SUR"
"4420","2019",NA,16.2,11.2,18.1,"SUR"
"4421","2000",8,8.2,5,9.8,"SVK"
"4422","2001",8,7.9,4.8,9.4,"SVK"
"4423","2002",7,7.6,4.6,9.1,"SVK"
"4424","2003",7,7.3,4.3,8.8,"SVK"
"4425","2004",7,7.1,4,8.5,"SVK"
"4426","2005",7,6.8,3.8,8.2,"SVK"
"4427","2006",6,6.6,3.6,7.9,"SVK"
"4428","2007",7,6.4,3.5,7.7,"SVK"
"4429","2008",6,6.1,3.4,7.4,"SVK"
"4430","2009",6,5.9,3.4,7.2,"SVK"
"4431","2010",6,5.8,3.3,7,"SVK"
"4432","2011",6,5.6,3.3,6.8,"SVK"
"4433","2012",6,5.5,3.3,6.6,"SVK"
"4434","2013",6,5.3,3.2,6.5,"SVK"
"4435","2014",5,5.2,3.1,6.4,"SVK"
"4436","2015",6,5.1,3.1,6.2,"SVK"
"4437","2016",6,5,3,6.1,"SVK"
"4438","2017",5,4.9,3,6,"SVK"
"4439","2018",NA,4.9,3,5.9,"SVK"
"4440","2019",NA,4.8,3,5.8,"SVK"
"4441","2000",12,4.6,3.2,5.5,"SVN"
"4442","2001",10,4.3,3.1,5.2,"SVN"
"4443","2002",11,4.1,2.9,4.9,"SVN"
"4444","2003",10,3.9,2.8,4.7,"SVN"
"4445","2004",11,3.7,2.6,4.4,"SVN"
"4446","2005",10,3.5,2.4,4.2,"SVN"
"4447","2006",8,3.3,2.3,4,"SVN"
"4448","2007",8,3.1,2.1,3.8,"SVN"
"4449","2008",8,2.9,2,3.6,"SVN"
"4450","2009",8,2.8,1.9,3.4,"SVN"
"4451","2010",8,2.6,1.8,3.2,"SVN"
"4452","2011",8,2.5,1.7,3.1,"SVN"
"4453","2012",7,2.4,1.6,2.9,"SVN"
"4454","2013",7,2.3,1.5,2.8,"SVN"
"4455","2014",7,2.2,1.5,2.7,"SVN"
"4456","2015",7,2.1,1.4,2.6,"SVN"
"4457","2016",7,2,1.4,2.5,"SVN"
"4458","2017",7,2,1.3,2.4,"SVN"
"4459","2018",NA,1.9,1.3,2.3,"SVN"
"4460","2019",NA,1.8,1.3,2.3,"SVN"
"4461","2000",5,3.4,2.3,4.1,"SWE"
"4462","2001",5,3.4,2.3,4.1,"SWE"
"4463","2002",5,3.3,2.2,4,"SWE"
"4464","2003",5,3.2,2.1,3.9,"SWE"
"4465","2004",5,3.1,2,3.7,"SWE"
"4466","2005",5,3,1.9,3.6,"SWE"
"4467","2006",5,2.8,1.8,3.4,"SWE"
"4468","2007",5,2.7,1.8,3.3,"SWE"
"4469","2008",5,2.6,1.7,3.2,"SWE"
"4470","2009",5,2.6,1.7,3.1,"SWE"
"4471","2010",4,2.5,1.6,3.1,"SWE"
"4472","2011",5,2.5,1.6,3,"SWE"
"4473","2012",5,2.4,1.6,3,"SWE"
"4474","2013",5,2.4,1.6,2.9,"SWE"
"4475","2014",5,2.4,1.6,2.9,"SWE"
"4476","2015",4,2.3,1.6,2.9,"SWE"
"4477","2016",4,2.3,1.5,2.8,"SWE"
"4478","2017",4,2.3,1.5,2.8,"SWE"
"4479","2018",NA,2.2,1.5,2.7,"SWE"
"4480","2019",NA,2.2,1.5,2.7,"SWE"
"4481","2000",521,67.8,25.3,112.2,"SWZ"
"4482","2001",528,69,25.2,115.8,"SWZ"
"4483","2002",534,69.6,24.9,117.7,"SWZ"
"4484","2003",538,69.8,24.5,119.2,"SWZ"
"4485","2004",539,69.1,23.9,119.7,"SWZ"
"4486","2005",532,68.3,23.3,119.4,"SWZ"
"4487","2006",518,58.8,22.8,109,"SWZ"
"4488","2007",496,59.3,22.4,103.8,"SWZ"
"4489","2008",474,61.1,22.3,101.9,"SWZ"
"4490","2009",460,57.9,22.3,96,"SWZ"
"4491","2010",450,54.7,22.4,85.5,"SWZ"
"4492","2011",441,51.5,22.5,73.4,"SWZ"
"4493","2012",435,50.6,22.6,66,"SWZ"
"4494","2013",432,49.5,22.5,62.5,"SWZ"
"4495","2014",434,50.1,22.4,62.4,"SWZ"
"4496","2015",435,45.2,22.1,57.2,"SWZ"
"4497","2016",436,42.6,21.8,55.6,"SWZ"
"4498","2017",437,43.5,21.5,57.9,"SWZ"
"4499","2018",NA,39.4,21.1,52.2,"SWZ"
"4500","2019",NA,37.7,20.7,48,"SWZ"
"4501","2000",NA,NA,NA,NA,"SXM"
"4502","2001",NA,NA,NA,NA,"SXM"
"4503","2002",NA,NA,NA,NA,"SXM"
"4504","2003",NA,NA,NA,NA,"SXM"
"4505","2004",NA,NA,NA,NA,"SXM"
"4506","2005",NA,NA,NA,NA,"SXM"
"4507","2006",NA,NA,NA,NA,"SXM"
"4508","2007",NA,NA,NA,NA,"SXM"
"4509","2008",NA,NA,NA,NA,"SXM"
"4510","2009",NA,NA,NA,NA,"SXM"
"4511","2010",NA,NA,NA,NA,"SXM"
"4512","2011",NA,NA,NA,NA,"SXM"
"4513","2012",NA,NA,NA,NA,"SXM"
"4514","2013",NA,NA,NA,NA,"SXM"
"4515","2014",NA,NA,NA,NA,"SXM"
"4516","2015",NA,NA,NA,NA,"SXM"
"4517","2016",NA,NA,NA,NA,"SXM"
"4518","2017",NA,NA,NA,NA,"SXM"
"4519","2018",NA,NA,NA,NA,"SXM"
"4520","2019",NA,NA,NA,NA,"SXM"
"4521","2000",53,11.8,8.7,13.8,"SYC"
"4522","2001",54,11.8,8.7,13.7,"SYC"
"4523","2002",54,11.8,8.6,13.7,"SYC"
"4524","2003",54,11.8,8.6,13.7,"SYC"
